Tweet_ID,Parent_Tweet_ID,Time,Account_Name,Tweet,TweetScore,Sentiment,Noun,Influence
1256882425646415872,1256871623044538368,2020-05-03 09:44:56,capybara_the,"@BorisJohnson Would love one of the Boris Bootlickers to explain to me how the UK can possibly emerge ""stronger tha… https://t.co/llA8UAoV7g",0.7783,positive, way way,2.6
1256882434878078978,1256871623044538368,2020-05-03 09:44:58,BettGunther,@BorisJohnson https://t.co/egC9qPQZjK,0.0,neutral, way way,819.9958288467702
1256882565400707072,1256871623044538368,2020-05-03 09:45:29,AndrewTerringt1,"@BorisJohnson Boris,
Been ill with Covid from 17th March &amp; suffering ever since! 
It’s been a prolonged illness  7… https://t.co/OuiUikCsIJ",-0.8356,negative, way way,3.0
1256882620648095746,1256871623044538368,2020-05-03 09:45:43,Shaunpavey3,@BorisJohnson How come we’re suddenly together when you and your moneyman mates are at risk? We weren’t in it toget… https://t.co/tbhj5ncIlf,-0.2732,negative, way way,2.727737507441258
1256882625207296000,1256871623044538368,2020-05-03 09:45:44,youngmrgrace7,@BorisJohnson How will it emerge stronger? Cut the rent-a-quote crap. By the time we emerge we'll be crippled.,-0.2732,negative, way way,132.66609579586785
1256882662280757249,1256871623044538368,2020-05-03 09:45:53,TheDinosaurous,"@BorisJohnson 'Stronger than ever before' what nonsense, we will need to very heavily tax the wealthy, the pips will be squeaking!",0.4003,positive, way way,0.254305980799961
1256882700046270474,1256871623044538368,2020-05-03 09:46:02,mattygoal,@BorisJohnson It probably won’t will it? I mean your lot wet them for ten years after a banking crisis.,-0.6249,negative, way way,0.3519690001539409
1256882721307099137,1256871623044538368,2020-05-03 09:46:07,KenzieCalls,@BorisJohnson We are already past any 'crisis' stop pushing this fear &amp; unnecessary lockdown and save the country's… https://t.co/rPudYLJZxk,-0.296,negative, way way,2.820165808600848
1256882774184800259,1256871623044538368,2020-05-03 09:46:19,pru_eu,"@BorisJohnson Unlike you, shaking hands with CV victims, singing happy birthday and actively encouraging race meeti… https://t.co/EZIxBoFf6M",0.7506,positive, way way,46.751967095851214
1256882832267284480,1256871623044538368,2020-05-03 09:46:33,RandEnoch,@BorisJohnson You are pissing half a TRILLION pounds of our money against the wall because of a ridiculously pessim… https://t.co/0VKe5RVojp,-0.6249,negative, way way,388.70169934640523
1256883035384971264,1256871623044538368,2020-05-03 09:47:22,Willsy29313,@BorisJohnson Extended lockdown?,0.0,neutral, way way,0.3224121037862694
1256883092121423872,1256871623044538368,2020-05-03 09:47:35,BettGunther,@BorisJohnson https://t.co/EFs1O9Jv5P,0.0,neutral, way way,819.9958288467702
1256883137390317568,1256871623044538368,2020-05-03 09:47:46,Araf_Hossain_07,"@BorisJohnson Together mankind faced many many disaster, they overcame the situation with strong heart and bricked… https://t.co/L49r2Djj8B",-0.2023,negative, way way,0.4269203129990418
1256883233951809538,1256871623044538368,2020-05-03 09:48:09,Oatsb86,"@BorisJohnson If you keep going in the way that you have kept going so far, more people are going to die and our co… https://t.co/3VoFWa6vzb",-0.5994,negative, way way,3.2945736434108523
1256883255003025408,1256871623044538368,2020-05-03 09:48:14,luucb,@BorisJohnson Dream on and do what you promised,0.5423,positive, way way,0.3203466955579632
1256883381750677504,1256871623044538368,2020-05-03 09:48:44,JohnAbb85614265,@BorisJohnson The people are growing restless Boris it’s time to open the economy... where have you been? there wil… https://t.co/iZKCw60KkH,-0.1027,negative, way way,0.30303030303030304
1256883422074716160,1256871623044538368,2020-05-03 09:48:54,Ananya79228134,@BorisJohnson I pay tax for make United Kingdom strong but gov put mother who pay tax for country in prison who agree with you?,0.0129,positive, way way,0.0
1256883462046470145,1256871623044538368,2020-05-03 09:49:03,Eustaceezra,"@BorisJohnson Worst Prime Minister ever.
https://t.co/Fy8G6J5qYb",-0.6249,negative, way way,2.559206540357386
1256883525774704640,1256871623044538368,2020-05-03 09:49:18,sureduck,@BorisJohnson https://t.co/cx0PXBDpWw,0.0,neutral, way way,1.8940031563527717
1256883603247693831,1256871623044538368,2020-05-03 09:49:37,gvcten,"@BorisJohnson I envy you having children, the new representatives hope and prove that our country will get better a… https://t.co/QF30CEj2Er",0.5719,positive, way way,1.2345890410958904
1256883713587195905,1256871623044538368,2020-05-03 09:50:03,Jan08875724,@BorisJohnson Repeating the same tired message over and over again doesn’t work anymore. Please provide some leader… https://t.co/jfsiFfkigz,-0.1531,negative, way way,0.013808116933602862
1256883790376579073,1256871623044538368,2020-05-03 09:50:22,ewan7279,@BorisJohnson ‘Stronger’. Because tens of thousands of ‘weak’ have died?,-0.5574,negative, way way,1.3855649867513165
1256883896047861760,1256871623044538368,2020-05-03 09:50:47,BettGunther,@BorisJohnson https://t.co/qeL0sqyqEw,0.0,neutral, way way,819.9958288467702
1256883943128928257,1256871623044538368,2020-05-03 09:50:58,BettGunther,@BorisJohnson https://t.co/wAig54zQlb,0.0,neutral, way way,819.9958288467702
1256883973357285376,1256871623044538368,2020-05-03 09:51:05,Ananya79228134,@BorisJohnson When daddy say he want drive me to police station my kids say no. My kids don’t want police touch they mother.,-0.1531,negative, way way,0.0
1256884049219596289,1256871623044538368,2020-05-03 09:51:23,emilyoflanagan,@BorisJohnson I'm not sure I will come back stronger than ever. The financial impact this is having on me is beyond… https://t.co/2QGNUwQU5t,0.1625,positive, way way,0.818754900614357
1256884075379466240,1256871623044538368,2020-05-03 09:51:30,BettGunther,@BorisJohnson https://t.co/ZTFehN1QoL,0.0,neutral, way way,819.9958288467702
1256884144572956673,1256871623044538368,2020-05-03 09:51:46,JackNowicki1,@BorisJohnson Just FO and apologise to the brave NHS frontline staff and all our people who died because you dicked… https://t.co/VVszDzCbQd,0.34,positive, way way,2.0324194056240463
1256884353851969536,1256871623044538368,2020-05-03 09:52:36,marie42370421,@BorisJohnson Bonjour comment tu vas toi ?,0.0,neutral, way way,0.11764705882352941
1256884358545395713,1256871623044538368,2020-05-03 09:52:37,Xx_Rachie,@BorisJohnson whats going to be different between now and next thursday is the virus just suddenly going to disappe… https://t.co/pihxk01JeB,0.0,neutral, way way,0.30960256432115396
1256884405617950721,1256871623044538368,2020-05-03 09:52:48,Ray39839030,@BorisJohnson Never give up or give in. We will win.,0.5859,positive, way way,0.23214285714285712
1256884463231008770,1256871623044538368,2020-05-03 09:53:02,Propelller1,@BorisJohnson Borris because of your lockdown message I didn’t get a job interview 😒 legit they called me saying I… https://t.co/t0bHz84xwG,0.0,neutral, way way,0.9590909090909092
1256884495334158338,1256871623044538368,2020-05-03 09:53:10,patsworldnews,@BorisJohnson https://t.co/deuTNjPk7K,0.0,neutral, way way,0.8896691590171176
1256884512912543744,1256871623044538368,2020-05-03 09:53:14,Anthony58635789,"@BorisJohnson I can’t find a relevant post so I’m sorry for being off Topic.Bojo,you’ve got to sort the BBC out mat… https://t.co/jOjbHfguB9",-0.1477,negative, way way,0.3709677419354839
1256884540100009984,1256871623044538368,2020-05-03 09:53:20,vintagecpk,@BorisJohnson I would believe that if the police in West Sussex actually came to people who are breaking the lockdo… https://t.co/rtt1TtqjnQ,0.0,neutral, way way,3.8595749415822853
1256884586598014976,1256871623044538368,2020-05-03 09:53:31,Johnnyb45534376,@BorisJohnson https://t.co/mxgv4gkgS9,0.0,neutral, way way,0.3504218040233615
1256884644668112897,1256871623044538368,2020-05-03 09:53:45,StewartIanScot1,@BorisJohnson Dates Boris dates? stop the totalitarian tip toeing ☹️,-0.6486,negative, way way,2.224717336683417
1256884695045980160,1256871623044538368,2020-05-03 09:53:57,Erictrum,@BorisJohnson UK need reopening quickly,0.0,neutral, way way,11.720707070707071
1256884732647870464,1256871623044538368,2020-05-03 09:54:06,trac94uk,@BorisJohnson START DEPORTING ALL ILLEGALS FROM THE UK NO MATTER WHERE THEREFROM AND STOP GIVING THEM FREE MONEY FR… https://t.co/kpXZUlUyGt,0.4824,positive, way way,44.31708203779
1256884872725102594,1256871623044538368,2020-05-03 09:54:40,JacobiteTartan,@BorisJohnson Baby killer https://t.co/gqQFfZtVE4,-0.6486,negative, way way,45.839905878561545
1256884883793809411,1256871623044538368,2020-05-03 09:54:42,alisonmccaffer2,"@BorisJohnson @BorisJohnson 

It is very strange how many politicians and government figures? Including royal n Lor… https://t.co/gPuNna42Ji",-0.2716,negative, way way,11.981326662022083
1256885036089040897,1256871623044538368,2020-05-03 09:55:19,chrisha66814865,"@BorisJohnson How do you work out we will be stronger? We have the highest death toll in Europe, how does that fit… https://t.co/n7vkWNk8XP",-0.3182,negative, way way,2.708618871903005
1256885074215215105,1256871623044538368,2020-05-03 09:55:28,siddiqisaba,@BorisJohnson Tell the people the truth about the hospitals and due to your grave mistake resulting in lack of pp t… https://t.co/SyZZpnr3B5,-0.6124,negative, way way,0.013675256567886984
1256885113960497152,1256871623044538368,2020-05-03 09:55:37,bulentoktay,"@BorisJohnson I can manage the country exactly like this, you need to tell the people more about what is going on a… https://t.co/KHHsSkyk3Y",0.3612,positive, way way,0.08423422471371624
1256885119035625474,1256871623044538368,2020-05-03 09:55:38,Carbonic_Oyster,@BorisJohnson Agent of Rome,0.0,neutral, way way,0.11474984642686507
1256885271318138880,1256871623044538368,2020-05-03 09:56:15,DitchitPartyLtd,@BorisJohnson #BritainDeservesBetter than BoJo dragging on this Brexit mess for years to come. His deal puts a bord… https://t.co/ZeNMBf287p,-0.3612,negative, way way,0.0
1256885441577529345,1256871623044538368,2020-05-03 09:56:55,dazwesty7,@BorisJohnson Got to help small limited companies,0.2023,positive, way way,7.055323329301791
1256885481176018944,1256871623044538368,2020-05-03 09:57:05,JozefPodsiadly,@BorisJohnson Self isolating due to flu like symptoms. Just been told to get a test done at a drive through centre… https://t.co/KwzZ0z7S24,-0.0258,negative, way way,0.47585394581861007
1256885533948682240,1256871623044538368,2020-05-03 09:57:17,HarryEarthling,"@BorisJohnson If we keep going the way you have, thousands more will die needlessly. How you've not been forced to… https://t.co/Xflh3o10l1",-0.4016,negative, way way,49.097459915354015
1256885581918896129,1256871623044538368,2020-05-03 09:57:29,BettGunther,@BorisJohnson https://t.co/bKeQRrKRhL,0.0,neutral, way way,819.9958288467702
1256885654266564608,1256871623044538368,2020-05-03 09:57:46,whiteheather63,@BorisJohnson My sisters care home currently has COVID19 she has woken this morning with sore throat and is unable… https://t.co/NXAkSSOIn8,0.1779,positive, way way,19.61553070150562
1256885706770677760,1256871623044538368,2020-05-03 09:57:58,jemerlia,"@BorisJohnson NZ's Labour Govt placed lives before profit, heeded science and where necessary sidelined the busines… https://t.co/g13N3B97HX",0.4404,positive, way way,19.48935711239873
1256885804007374849,1256871623044538368,2020-05-03 09:58:22,mayaworkshops1,"@BorisJohnson 1/ @NickCohen4 We have 27,510 corpses &amp; rising. GDP is 30% down&amp; falling. We have lost 950,000 jobs –… https://t.co/gmHUvEihpE",-0.4404,negative, way way,21.721943391582574
1256886236637286401,1256871623044538368,2020-05-03 10:00:05,Stevenmfcoys170,@BorisJohnson You need to sort out the useless police in this country. They’re a total joke and are too busy doing… https://t.co/yCRYCi4A5j,-0.1531,negative, way way,0.8744216787838731
1256886325275484160,1256871623044538368,2020-05-03 10:00:26,PaulJ2202,"@BorisJohnson You want the UK to emerge from this stronger? Legalise recreational cannabis, it's less harmful than… https://t.co/ajpcVVZhch",0.5106,positive, way way,5.841689001472937
1256886342623125505,1256871623044538368,2020-05-03 10:00:30,MrShaneMorgan,"@BorisJohnson Is this before or after you were in denial?
Also, recycling mindless slogans so early in the gig is a bad sign.",-0.7506,negative, way way,26.310862187208755
1256886357001109505,1256871623044538368,2020-05-03 10:00:33,ZeObserver,@BorisJohnson https://t.co/wC3AciwDzf,0.0,neutral, way way,5.769852771301956
1256886426974720002,1256871623044538368,2020-05-03 10:00:50,EU_COLLAPSE,@BorisJohnson Why is it safe to go to the supermarket but not a small business that has less customers? Why is the… https://t.co/yt3rLMdX5y,0.2382,positive, way way,27.421766786711274
1256886473825169409,1256871623044538368,2020-05-03 10:01:01,SandraWors3,@BorisJohnson WATCH THIS https://t.co/mAphkpNubg,0.0,neutral, way way,6.842749456762109
1256886563843313666,1256871623044538368,2020-05-03 10:01:23,FinchTwatticus,"@BorisJohnson Resign, you lying, no good arsehole.",-0.6249,negative, way way,11.490444444444446
1256886646148083712,1256871623044538368,2020-05-03 10:01:42,IgorisNikitinas,@BorisJohnson Stop pretending this lockdown has any impact on saving people's lives. All this social distancing is… https://t.co/pnQaGc2yan,-0.2023,negative, way way,0.004672273394740355
1256886873873625088,1256871623044538368,2020-05-03 10:02:37,LifeIsAmazingUK,"@BorisJohnson We are about to overtake Italy to have the 2nd highest number of deaths in the world, thanks to your… https://t.co/kMt663l514",0.4939,positive, way way,19.64416791918627
1256886997983076352,1256871623044538368,2020-05-03 10:03:06,JonUpsher,@BorisJohnson Yesterday we had people out Scotland Yard protesting? #idiots name and shame them to protect others a… https://t.co/0sBuZxUALO,-0.5106,negative, way way,0.0
1256887010347880451,1256871623044538368,2020-05-03 10:03:09,HughMann101,@BorisJohnson Full of 💩 as usual,0.0,neutral, way way,3.8217948717948715
1256887040140083200,1256871623044538368,2020-05-03 10:03:16,AlanJohnEdward2,"@BorisJohnson You panicked, you gave bad advice, and now your prolonging the ‘killer’ virus BS to reinforce bad decisions.",-0.875,negative, way way,63.74427730542839
1256887135405330433,1256871623044538368,2020-05-03 10:03:39,HayesyR,@BorisJohnson What about the people who still aren’t though? What about all the losers queuing for a Costa because… https://t.co/pZBPoMA3t0,-0.5267,negative, way way,0.07809653883885917
1256887152648105984,1256871623044538368,2020-05-03 10:03:43,toddmustgo,@BorisJohnson If only we’d had some kind of warning this virus was on its way 🤔,-0.4005,negative, way way,6.804373337680323
1256887196193349633,1256871623044538368,2020-05-03 10:03:54,LizJarvisUK,"@BorisJohnson How can it emerge stronger than ever before with so many lives lost, so many people struggling to sur… https://t.co/JTLkfwp0LN",-0.4638,negative, way way,200.8148884825104
1256887206838296581,1256871623044538368,2020-05-03 10:03:56,AustraliaKatie,@BorisJohnson If you had only started public health measures when you should have... others may still be alive.,0.3818,positive, way way,0.6898318108085035
1256887233514176512,1256871623044538368,2020-05-03 10:04:02,thisTimWalker,"@BorisJohnson The headline should read:
‘Docs were ready to die for me’ https://t.co/ylvV1T8dQ9",-0.34,negative, way way,0.0
1256887238782312448,1256871623044538368,2020-05-03 10:04:04,catchthepatch,"@BorisJohnson ...except for the 40k+ that died, due to failure of the entire Tory leadership and pandemic preparedn… https://t.co/ShlFAJwczb",-0.7845,negative, way way,3.813777094241592
1256887253168685056,1256871623044538368,2020-05-03 10:04:07,AntonySCardiff,"@BorisJohnson If you hadn’t have been so criminally negligent in the first place more lives could have been saved. 
Shame on you.",-0.0772,negative, way way,0.6180580179390337
1256887259787399168,1256871623044538368,2020-05-03 10:04:09,thestegmeister,"@BorisJohnson If you’d been more decisive in the first place quite a lot of the 28,000 would have come through this… https://t.co/LlZi4pkWU3",0.2944,positive, way way,14.115084592456792
1256887307522768896,1256871623044538368,2020-05-03 10:04:20,elaine_patten,"@BorisJohnson How dare you give this a positive spin! Those of us grieving someone who has died, including the fami… https://t.co/Yfilvs4TDj",-0.4482,negative, way way,11.411244714514936
1256887318734147585,1256871623044538368,2020-05-03 10:04:23,jamesummer2,@BorisJohnson Shear bollocks Boris !!! https://t.co/BnDu7qHfTA,0.0,neutral, way way,34.894120209652165
1256887338808066049,1256871623044538368,2020-05-03 10:04:28,TomH52888248,"@BorisJohnson No it won't, the economy is fucked for a decade",-0.765,negative, way way,23.248175182481752
1256887362245865478,1256871623044538368,2020-05-03 10:04:33,TalcyBri,@BorisJohnson We'll beat it in spite of you and your cronies.,-0.5267,negative, way way,2.017078239608802
1256887398941765633,1256871623044538368,2020-05-03 10:04:42,derekwear,@BorisJohnson Certainly fewer of us,0.34,positive, way way,101.19358190238052
1256887465471811584,1256871623044538368,2020-05-03 10:04:58,GaryPacker3,"@BorisJohnson How are ""we"" beating this together when you still have work, you still have an income, you could clai… https://t.co/rrJjjVQ2sV",-0.4588,negative, way way,0.11633185790489162
1256887524502405121,1256871623044538368,2020-05-03 10:05:12,s_l_christopher,@BorisJohnson Stronger in what way?,0.3818,positive, way way,1.780804177750839
1256887523105746945,1256871623044538368,2020-05-03 10:05:12,imsureimright1,"@BorisJohnson Smoking kills 70k + every year in the UK, and has done for a long time and will continue for years to… https://t.co/a7TAU7Nhc7",-0.5423,negative, way way,0.0
1256887578026020864,1256871623044538368,2020-05-03 10:05:25,macaroon_joe,"@BorisJohnson Mate, you’ve f*cked up and you know it",0.0,neutral, way way,16.934938162929132
1256887659802308609,1256871623044538368,2020-05-03 10:05:44,Scarborough_GB,@BorisJohnson Resign,-0.34,negative, way way,56.61974117100889
1256887729595592710,1256871623044538368,2020-05-03 10:06:01,jamesraitken,@BorisJohnson some people won't.,0.0,neutral, way way,2.8893014790185734
1256887753238855680,1256871623044538368,2020-05-03 10:06:06,gary_d_carter,"@BorisJohnson @mattremains Most of us will survive (some of us won't) 

The country will be in a mess and take year… https://t.co/laYz03403q",-0.3612,negative, way way,17.64201239091712
1256887909824724993,1256871623044538368,2020-05-03 10:06:44,sam_j_watts,@BorisJohnson This reads like you completely ignoring we have nearly the highest death toll in Europe. You've used… https://t.co/BerERIeOjO,-0.659,negative, way way,2.4161284523824813
1256887927059161088,1256871623044538368,2020-05-03 10:06:48,angusproud,"@BorisJohnson Britain will keep going, and we will come through faster if we stick with it, but let's not believe in unicorns.",0.0,neutral, way way,8.10259175461652
1256888048501108736,1256871623044538368,2020-05-03 10:07:17,HeeksTom,@BorisJohnson With new infections still getting on for 5k? Do you have an honest bone in your body?,0.5661,positive, way way,0.21263566496748504
1256888128561963014,1256871623044538368,2020-05-03 10:07:36,minizen48,@BorisJohnson Do not gamble with lives @BorisJohnson by easing lockdown too soon. The same applies to all sports… https://t.co/LCNRI7Zjoa,0.25,positive, way way,25.769817294799928
1256888211797946369,1256871623044538368,2020-05-03 10:07:56,RichieLionel81,@BorisJohnson Austerity and your appalling leadership have cost thousands their lives pal. Hope you enjoyed all tho… https://t.co/XCwFap0pkg,0.5719,positive, way way,40.53471933471933
1256888242215026688,1256871623044538368,2020-05-03 10:08:03,chris93smith,"@BorisJohnson If you keep going the way you have kept going so far, this will be a hell of a long pandemic. 

Test, test, test!",-0.7088,negative, way way,0.6534545658437592
1256888331138465794,1256871623044538368,2020-05-03 10:08:24,neilwatson20,@BorisJohnson Just feck off on holiday again will you.,0.4019,positive, way way,29.177294782176688
1256888428509224960,1256871623044538368,2020-05-03 10:08:47,Gemmaob040284,@BorisJohnson We know it's all been bullshit boris we know the figures have been inflated we know people have been… https://t.co/NJ5VL3AIaa,-0.5859,negative, way way,3.646976850701398
1256888499833356288,1256871623044538368,2020-05-03 10:09:04,thewaltblues,@BorisJohnson Stronger than EVER before?  Do you seriously believe this? 😳,0.3094,positive, way way,0.2639661925376211
1256888527704469504,1256871623044538368,2020-05-03 10:09:11,SimonDrinkwate5,"@BorisJohnson No so, the lock down will weaken even healthy people's immune systems making them more susceptible to… https://t.co/1GlVS1Ibcj",-0.0258,negative, way way,4.147395599461158
1256888632004300803,1256871623044538368,2020-05-03 10:09:36,MYavelli,@BorisJohnson Define the perimeters of beaten. The only thing I think will be decisively beaten is you and your criminal government.,-0.8402,negative, way way,1.8324348136183422
1256888796911714304,1256871623044538368,2020-05-03 10:10:15,CatioMiles,@BorisJohnson We should actually all thank President Macron who forced your hand to enter into lockdown earlier tha… https://t.co/fwVW7xY74c,0.4019,positive, way way,540.7416756144119
1256888804713037826,1256871623044538368,2020-05-03 10:10:17,simon85852797,@BorisJohnson We will if where not forced to have a vaccine that bill gates wants us to all have so we are part of his depopulation scheme,0.357,positive, way way,0.0
1256888830684270593,1256871623044538368,2020-05-03 10:10:23,tockiad,"@BorisJohnson Many have died so that Boris Johnson may serve himself &amp; the avaricious interests of his sponsors, th… https://t.co/121YnwraZa",-0.3818,negative, way way,1.4784688995215312
1256888903488978946,1256871623044538368,2020-05-03 10:10:41,NefariousLegion,@BorisJohnson An interesting statement - how will we 'emerge stronger'?,0.4019,positive, way way,0.15186440677966104
1256889022728867841,1256871623044538368,2020-05-03 10:11:09,AtomicGent,@BorisJohnson Much longer and the UK will be dead and buried chap,-0.6486,negative, way way,68.63115239429862
1256889021088837632,1256871623044538368,2020-05-03 10:11:09,siddiqisaba,@BorisJohnson They sending people home. They sent my child home 3 hospitals saying skeleton staff unable to ct scan… https://t.co/hoYbyXRouH,0.0,neutral, way way,0.013675256567886984
1256889165960052736,1256871623044538368,2020-05-03 10:11:43,Matthew22087776,@BorisJohnson Think you need a holiday after all the good work you have done 🤣,0.6808,positive, way way,6.400489895897122
1256889204149231616,1256871623044538368,2020-05-03 10:11:52,drjamain,@BorisJohnson Your strategy makes a 2nd wave more likely. We need to get R&lt;1 for the risk groups and R&gt;1 for the lo… https://t.co/k0Ml60WDMV,-0.2732,negative, way way,0.02386386386386386
1256889328833363968,1256871623044538368,2020-05-03 10:12:22,carolJhedges,"@BorisJohnson No it won't.
Once your far right Vote Leave criminals shut us off from the EU trading bloc, millions… https://t.co/9w1O4vo1eI",-0.7269,negative, way way,310.75059860554006
1256889345606287360,1256871623044538368,2020-05-03 10:12:26,debs_small,@BorisJohnson But look at our losses? Why are we at the top of the leader board if we’ve done everything right? #ToryLiesCostLives,-0.3094,negative, way way,2.9098221866433787
1256889344922656768,1256871623044538368,2020-05-03 10:12:26,ivanjblair,"@BorisJohnson Quoting @JamesMelville 
️Germany locked down on March 13. Coronavirus deaths: 6,812

▪️UK locked down… https://t.co/sSBYV2t7uH",0.0,neutral, way way,5.300037739656158
1256889473838788611,1256871623044538368,2020-05-03 10:12:57,niallbamford,@BorisJohnson Sleepwalking into the biggest destruction of wealth seen in our lifetime.,-0.128,negative, way way,1.1603683546648556
1256889508555108352,1256871623044538368,2020-05-03 10:13:05,trumpy675,@BorisJohnson We did our bit. The elephant in the room is.......you didn’t do yours https://t.co/PnQwYHopRr,0.0,neutral, way way,77.68850330538666
1256889795164409856,1256871623044538368,2020-05-03 10:14:13,cdunnington,@BorisJohnson #Liar,0.0,neutral, way way,0.783107691997052
1256889796942868482,1256871623044538368,2020-05-03 10:14:14,omeade28,@BorisJohnson #FreeAssange now! Every system built on injustice and oppression ends sooner or later,-0.6114,negative, way way,1.0045994588169236
1256889829926682626,1256871623044538368,2020-05-03 10:14:21,gpoon322,"@BorisJohnson #StaySafeStayHome #CCPVirus_Coronavirus 
Coronavirus lockdown: Lessons from Hokkaido's second wave of… https://t.co/Q823qjLV1z",0.0,neutral, way way,0.537133472199968
1256889876450029568,1256871623044538368,2020-05-03 10:14:33,Suzanne94316081,@BorisJohnson Stable doors !,0.3595,positive, way way,1.090878786616109
1256889894791720960,1256871623044538368,2020-05-03 10:14:37,skatinggirl1,"@BorisJohnson I can't get my Dad back. How does that make me stronger?
#bloodonyourhands",0.3818,positive, way way,30.010820901263124
1256889943382687745,1256871623044538368,2020-05-03 10:14:49,ivanjblair,"@BorisJohnson Having not tested, isolated, traced, lockdown = 40000 dead, herd immunity = 400000 dead
Take your pick of bad policy",-0.903,negative, way way,5.300037739656158
1256889948231421952,1256871623044538368,2020-05-03 10:14:50,Bluestockingmum,"@BorisJohnson If only YOU hadn't spent all those weeks shaking hands with #Covid19 patients, allowed Cheltenham Fes… https://t.co/IhknRo35Ub",-0.1779,negative, way way,27.24882576449847
1256889969169305600,1256871623044538368,2020-05-03 10:14:55,TJ49293165,@BorisJohnson Question for your Boris. Why have we got an Epstein Island visitor guiding our government?… https://t.co/U1uLFoJrJp,0.0,neutral, way way,256.53247450348897
1256890160362520576,1256871623044538368,2020-05-03 10:15:40,SWS86,@BorisJohnson Sure you said this about brexit ya loon,0.3182,positive, way way,0.8171961194597679
1256890177269760000,1256871623044538368,2020-05-03 10:15:44,NirvanaCraig,@BorisJohnson The ministry of truth in full steam.,0.3182,positive, way way,0.08100316302772043
1256890257984966658,1256871623044538368,2020-05-03 10:16:04,Dhansta,"@BorisJohnson Not all of us. 
10s of thousands have died. 
Hundreds still die everyday.",-0.8176,negative, way way,0.6330844993655775
1256890263621992461,1256871623044538368,2020-05-03 10:16:05,beachy4579,@BorisJohnson What about those who are not,0.0,neutral, way way,1.9286482539494587
1256890305942638593,1256871623044538368,2020-05-03 10:16:15,gianni_bac,"@BorisJohnson happy for your recovery Mr. President
a greeting from Bergamo(Italy)",0.743,positive, way way,0.4452459016393443
1256890312007483398,1256871623044538368,2020-05-03 10:16:16,StrongerStabler,@BorisJohnson https://t.co/ZJAzfqcLS3,0.0,neutral, way way,43.64592272026058
1256890313785905152,1256871623044538368,2020-05-03 10:16:17,dickybond78,@BorisJohnson The only thing that’s happening fast is more people are dying because of your utter ineptitude. I can… https://t.co/uZFv3eMKS1,0.0,neutral, way way,2.209192192162024
1256890426612748288,1256871623044538368,2020-05-03 10:16:44,Jannybobbs,@BorisJohnson So why didn't you shut the borders like Australia &amp; NZ to get through it faster like they did?  Keep… https://t.co/7yeMX8kSIg,0.6124,positive, way way,0.0160713123820678
1256890434640654336,1256871623044538368,2020-05-03 10:16:46,StrongerStabler,@BorisJohnson https://t.co/2w5JO0fdZf,0.0,neutral, way way,43.64592272026058
